id,AgeAbove35,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
3627,1,False,Undergraduate,1,Man,False,Dev,27,10,Estonia,30804.0,"['C++', 'PowerShell', 'Git']",3,0
3628,1,False,Master,0,Man,False,Dev,21,18,United Kingdom of Great Britain and Northern Ireland,129250.0,"['Bash/Shell', 'Groovy', 'Java', 'Python', 'Git', 'AWS', 'DynamoDB', 'Elasticsearch']",8,0
3629,0,False,Undergraduate,1,Man,False,Dev,9,6,United States of America,95000.0,"['HTML/CSS', 'JavaScript', 'TypeScript', 'Git', 'Angular.js', 'Vue.js', 'Google Cloud Platform']",7,0
3630,1,False,Undergraduate,1,Man,False,Dev,40,31,Brazil,21996.0,"['C', 'Go', 'JavaScript', 'Node.js', 'TypeScript', 'Git', 'AWS', 'Google Cloud Platform', 'Microsoft Azure', 'MongoDB', 'PostgreSQL']",11,1
3631,1,False,Undergraduate,1,Man,True,Dev,28,15,United States of America,160000.0,"['Go', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'Objective-C', 'Perl', 'PHP', 'Python', 'SQL', 'Swift', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Puppet', 'Terraform', 'Unity 3D', 'Yarn', 'Django', 'Drupal', 'Express', 'Flask', 'Gatsby', 'jQuery', 'React.js', 'Spring', 'Symfony', 'AWS', 'Google Cloud Platform', 'Oracle Cloud Infrastructure', 'Elasticsearch', 'MariaDB', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']",39,1
3632,0,False,Other,1,Man,False,Dev,12,4,Brazil,19236.0,"['C#', 'JavaScript', 'Node.js', 'Python', 'TypeScript', 'Docker', 'Git', 'Angular', 'React.js', 'AWS', 'Microsoft Azure', 'DynamoDB', 'MySQL', 'Redis']",14,1
3633,0,False,Undergraduate,1,Man,False,Dev,5,3,United States of America,150000.0,"['Go', 'HTML/CSS', 'JavaScript', 'Node.js', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Terraform', 'Yarn', 'Express', 'React.js', 'AWS']",13,0
3634,0,False,Undergraduate,1,Man,True,Dev,15,11,Netherlands,97288.0,"['C#', 'HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'PowerShell', 'Python', 'SQL', 'TypeScript', 'VBA', 'Git', 'Kubernetes', 'Xamarin', 'Angular', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'Laravel', 'React.js', 'Symfony', 'Vue.js', 'AWS', 'Google Cloud Platform', 'Microsoft Azure', 'Elasticsearch', 'MariaDB', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']",31,1
3635,0,False,Undergraduate,1,Man,False,Dev,12,3,United Kingdom of Great Britain and Northern Ireland,65922.0,"['HTML/CSS', 'Node.js', 'Python', 'Rust', 'TypeScript', 'Deno', 'Git', 'Yarn', 'Angular.js', 'Express', 'FastAPI', 'Vue.js', 'AWS', 'Heroku', 'PostgreSQL']",15,0
3636,1,False,Undergraduate,1,Man,False,Dev,29,27,Canada,51429.0,"['Bash/Shell', 'HTML/CSS', 'Perl', 'PHP', 'SQL', 'Git', 'DigitalOcean', 'Elasticsearch', 'MySQL']",9,0
3637,0,False,Master,1,Man,False,Dev,6,1,Norway,64737.0,"['Bash/Shell', 'Node.js', 'Python', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Express', 'FastAPI', 'Microsoft Azure', 'MongoDB']",11,1
3638,0,False,Undergraduate,1,Man,False,Dev,13,9,United States of America,170000.0,"['C++', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'Ansible', 'Docker', 'Git', 'Kubernetes', 'Django', 'Flask', 'jQuery', 'Elasticsearch', 'MariaDB', 'PostgreSQL', 'Redis', 'SQLite']",17,0
3639,0,False,Other,0,Man,False,Dev,15,11,Panama,70000.0,"['C#', 'C++', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript', 'Git', 'Xamarin', 'Angular', 'Angular.js', 'ASP.NET', 'jQuery', 'AWS', 'Microsoft Azure', 'Microsoft SQL Server', 'MySQL', 'SQLite']",17,1
3640,0,False,Master,1,Man,True,Dev,7,0,France,25944.0,"['Python', 'Rust', 'Docker', 'Git', 'DigitalOcean', 'Heroku', 'PostgreSQL', 'Redis']",8,0
3641,0,False,Undergraduate,1,Man,False,NotDev,17,3,United States of America,62000.0,"['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'SQL', 'Git', 'Unity 3D', 'jQuery', 'Microsoft SQL Server']",11,1
3642,0,False,NoHigherEd,0,Man,False,Dev,5,3,Brazil,12096.0,"['HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript', 'Docker', 'Git', 'Yarn', 'Django', 'Express', 'FastAPI', 'jQuery', 'React.js', 'Heroku', 'PostgreSQL', 'Redis']",16,0
3643,0,False,Undergraduate,1,Man,True,Dev,15,4,United States of America,109200.0,"['C#', 'PowerShell', 'Python', 'VBA', 'Git', 'ASP.NET', 'Microsoft Azure', 'Microsoft SQL Server', 'MongoDB', 'SQLite']",10,1
3644,1,False,Undergraduate,1,Man,False,Dev,6,4,Romania,44508.0,"['Perl', 'SQL', 'jQuery', 'Vue.js', 'DigitalOcean', 'MariaDB', 'MySQL', 'SQLite']",8,0
3645,0,False,Undergraduate,1,Man,False,Dev,8,8,Germany,75669.0,"['Elixir', 'JavaScript', 'Ruby', 'Rust', 'TypeScript', 'Git', 'Kubernetes', 'Terraform', 'React.js', 'Ruby on Rails', 'AWS', 'DigitalOcean', 'Heroku', 'PostgreSQL', 'Redis']",15,0
3646,1,False,Undergraduate,1,Man,False,Dev,27,17,United Kingdom of Great Britain and Northern Ireland,27924.0,"['Delphi', 'HTML/CSS', 'PHP', 'PowerShell', 'SQL', 'jQuery', 'Laravel', 'MySQL']",8,0
3647,0,False,Undergraduate,1,Man,False,NotDev,9,5,Ireland,59454.0,"['Bash/Shell', 'Go', 'Python', 'Puppet', 'Django']",5,0
3648,0,False,Undergraduate,1,Man,True,Dev,13,7,United Kingdom of Great Britain and Northern Ireland,44595.0,"['Bash/Shell', 'C', 'C++', 'Java', 'SQL', 'Docker', 'Git', 'MariaDB']",8,0
3649,0,False,Master,1,Man,False,Dev,7,5,Poland,26724.0,"['Bash/Shell', 'C', 'C++', 'Python', 'SQL', 'Ansible', 'Docker', 'Git', 'Flask', 'DigitalOcean', 'PostgreSQL', 'SQLite']",12,0
3650,0,False,Undergraduate,1,Man,True,Dev,13,5,New Zealand,51112.0,"['HTML/CSS', 'Node.js', 'Rust', 'SQL', 'TypeScript', 'Docker', 'Git', 'Express', 'React.js', 'AWS', 'Elasticsearch', 'MySQL']",12,0
3651,0,False,Master,1,Man,False,Dev,11,4,United Kingdom of Great Britain and Northern Ireland,103408.0,"['Java', 'Rust', 'Docker', 'Git', 'Kubernetes', 'Spring', 'AWS', 'MySQL']",8,0
3652,1,False,Master,1,Man,False,NotDev,33,13,Germany,81074.0,"['Bash/Shell', 'C', 'C#', 'C++', 'Go', 'Python', 'Rust', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Unity 3D', 'ASP.NET Core ', 'React.js', 'Google Cloud Platform', 'Elasticsearch', 'MongoDB', 'PostgreSQL', 'SQLite']",19,1
3653,1,False,NoHigherEd,1,Man,False,Dev,6,5,Switzerland,81319.0,"['HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'Git', 'Angular.js', 'Laravel', 'Vue.js', 'MariaDB', 'MySQL']",10,0
3654,0,False,Undergraduate,1,Man,False,Dev,10,5,Costa Rica,30000.0,"['HTML/CSS', 'JavaScript', 'Node.js', 'TypeScript', 'jQuery', 'React.js', 'MongoDB', 'PostgreSQL']",8,1
3655,1,False,Master,1,Man,False,Dev,12,10,United Kingdom of Great Britain and Northern Ireland,77556.0,"['C#', 'Kotlin', 'Python', 'Git', 'Unity 3D', 'Firebase']",6,0
3656,0,False,NoHigherEd,0,Man,False,Dev,14,7,India,8376.0,"['Java', 'Kotlin', 'Python', 'Git', 'Firebase']",5,0
3657,0,False,Undergraduate,1,Man,True,Dev,12,8,United States of America,125000.0,"['C#', 'HTML/CSS', 'JavaScript', 'Node.js', 'TypeScript', 'Docker', 'Git', 'Yarn', 'ASP.NET', 'ASP.NET Core ', 'Express', 'React.js', 'AWS', 'DigitalOcean', 'Microsoft Azure', 'DynamoDB', 'Elasticsearch', 'Microsoft SQL Server', 'MySQL']",19,1
3658,0,False,Master,1,Man,False,NotDev,11,5,United Kingdom of Great Britain and Northern Ireland,41363.0,"['C', 'C++', 'Julia', 'Matlab', 'Python', 'Rust', 'VBA']",7,0
3659,1,True,Other,0,Man,False,Dev,31,29,Mexico,48480.0,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'PowerShell', 'jQuery', 'MySQL']",7,0
3660,1,False,Undergraduate,1,Woman,False,Dev,21,21,United States of America,180000.0,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Node.js', 'Python', 'SQL', 'Git', 'Django', 'AWS', 'PostgreSQL', 'Redis']",11,0
3661,1,False,Master,1,Man,True,Dev,2,2,United States of America,90000.0,"['C#', 'HTML/CSS', 'PowerShell', 'TypeScript', 'Docker', 'Git', 'ASP.NET Core ', 'Microsoft Azure', 'PostgreSQL']",9,0
3662,1,False,Undergraduate,1,Man,False,Dev,21,21,Finland,64860.0,"['HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'SQL', 'Git', 'Yarn', 'Express', 'Vue.js', 'Heroku', 'MySQL']",11,0
3663,0,False,Master,1,Woman,False,NotDev,11,10,United States of America,115200.0,"['R', 'SQL', 'Microsoft SQL Server']",3,0
3664,0,False,Other,1,Man,False,Dev,9,0,United States of America,47000.0,"['Dart', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'Python', 'Rust', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Yarn', 'Angular', 'Express', 'FastAPI', 'React.js', 'Spring', 'AWS', 'Microsoft Azure', 'MongoDB', 'MySQL', 'PostgreSQL']",22,1
3665,0,False,Other,0,Man,False,Dev,8,5,Pakistan,24000.0,"['Bash/Shell', 'Go', 'JavaScript', 'Node.js', 'Python', 'SQL', 'TypeScript', 'Docker', 'Git', 'Django', 'Express', 'Flask', 'jQuery', 'React.js', 'Vue.js', 'AWS', 'Google Cloud Platform', 'Heroku', 'Microsoft Azure', 'Elasticsearch', 'Firebase', 'MariaDB', 'Microsoft SQL Server', 'MySQL', 'Oracle', 'PostgreSQL', 'Redis', 'SQLite']",28,1
3666,0,False,Undergraduate,1,Man,False,Dev,10,4,United States of America,140000.0,"['Assembly', 'C', 'HTML/CSS', 'Python', 'Rust', 'SQL', 'Docker', 'Git', 'Kubernetes', 'Flask', 'IBM Cloud or Watson', 'IBM DB2', 'MySQL', 'SQLite']",14,0
3667,0,False,Other,1,Man,False,Dev,10,6,Brazil,10992.0,"['Bash/Shell', 'C#', 'Delphi', 'Go', 'HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'Python', 'TypeScript', 'VBA', 'Docker', 'Git', 'Kubernetes', 'Yarn', 'Angular', 'ASP.NET', 'ASP.NET Core ', 'Express', 'Laravel', 'Vue.js', 'DigitalOcean', 'Google Cloud Platform', 'Microsoft Azure', 'Firebase', 'MariaDB', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']",31,1
3668,0,False,NoHigherEd,0,Man,True,Dev,6,1,United States of America,25000.0,"['HTML/CSS', 'JavaScript', 'Kotlin', 'Python', 'Git', 'Django', 'Flask', 'AWS', 'Google Cloud Platform', 'Firebase', 'SQLite']",11,0
3669,0,True,NoHigherEd,1,Man,False,Dev,20,11,Hungary,84672.0,"['C', 'C#', 'C++', 'Groovy', 'Haskell', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Python', 'Scala', 'Docker', 'Git', 'Kubernetes', 'Unity 3D', 'jQuery', 'React.js', 'Spring', 'Vue.js', 'Elasticsearch', 'MariaDB', 'MongoDB', 'MySQL', 'Oracle', 'PostgreSQL']",25,1
3670,1,False,Master,1,Man,False,Dev,18,12,Netherlands,51888.0,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'Ruby', 'SQL', 'Docker', 'Git', 'jQuery', 'MariaDB']",11,0
3671,0,False,Undergraduate,1,Man,False,Dev,6,4,United States of America,108000.0,"['Bash/Shell', 'Go', 'Python', 'Ansible', 'Docker', 'Git', 'Kubernetes', 'Terraform', 'FastAPI', 'Flask', 'AWS', 'DynamoDB', 'Redis']",13,0
3672,1,False,Other,1,Man,False,Dev,29,20,Canada,75631.0,"['Dart', 'HTML/CSS', 'JavaScript', 'Node.js', 'SQL', 'Git', 'Angular.js', 'Vue.js', 'AWS', 'Firebase', 'Microsoft SQL Server', 'MySQL']",12,0
3673,0,False,NoHigherEd,0,Man,False,Dev,6,3,Poland,31896.0,"['Java', 'JavaScript', 'Kotlin', 'Python', 'Scala', 'Docker', 'Git', 'React.js', 'Spring', 'Google Cloud Platform', 'Microsoft Azure', 'MariaDB', 'Microsoft SQL Server', 'PostgreSQL']",14,0
3674,0,False,Undergraduate,1,Man,False,Dev,3,2,Turkey,13812.0,"['Go', 'Java', 'Matlab', 'Docker', 'MySQL']",5,0
3675,1,False,Undergraduate,1,Man,False,Dev,25,18,"Iran, Islamic Republic of...",68400.0,"['C#', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript', 'Docker', 'Kubernetes', 'Angular', 'ASP.NET', 'ASP.NET Core ', 'Django', 'Microsoft SQL Server', 'PostgreSQL', 'Redis']",15,1
3676,0,False,Undergraduate,1,Man,False,Dev,8,5,United States of America,70000.0,"['C#', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'Docker', 'Git', 'Angular', 'ASP.NET Core ', 'jQuery', 'AWS', 'Google Cloud Platform', 'Microsoft Azure', 'DynamoDB', 'MySQL', 'Redis']",16,0
3677,0,False,Undergraduate,1,Man,True,Dev,14,10,Canada,52186.0,"['HTML/CSS', 'Java', 'JavaScript', 'PHP', 'SQL', 'Docker', 'jQuery', 'Firebase', 'MariaDB', 'MongoDB', 'MySQL', 'Oracle', 'SQLite']",13,1
3678,0,False,Undergraduate,1,Man,False,Dev,15,1,United Kingdom of Great Britain and Northern Ireland,84019.0,"['Bash/Shell', 'C', 'Python', 'Rust', 'Docker', 'Git', 'Kubernetes', 'Microsoft Azure']",8,0
3679,0,False,Undergraduate,1,Man,False,Dev,10,2,Lebanon,3600.0,"['Dart', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'PHP', 'SQL', 'TypeScript', 'Git', 'Unreal Engine', 'Yarn', 'Angular', 'Express', 'Laravel', 'Vue.js', 'Google Cloud Platform', 'MySQL', 'PostgreSQL']",18,1
3680,0,True,Master,0,NonBinary,True,Dev,8,3,Germany,70264.0,"['Assembly', 'Bash/Shell', 'C', 'C++', 'Go', 'Rust', 'Git', 'PostgreSQL', 'SQLite']",9,0
3681,1,False,Undergraduate,1,Man,False,Dev,36,23,United States of America,108000.0,"['C#', 'HTML/CSS', 'JavaScript', 'TypeScript', 'Git', 'ASP.NET', 'ASP.NET Core ', 'React.js']",8,0
3682,0,False,Undergraduate,1,Man,False,Dev,4,2,Egypt,11544.0,"['APL', 'Dart', 'Java', 'Kotlin', 'Git', 'Google Cloud Platform', 'Firebase']",7,0
3683,1,False,Master,1,Man,False,Dev,29,20,Germany,90802.0,"['Bash/Shell', 'C', 'C++', 'LISP', 'PowerShell', 'Python', 'Rust', 'Docker', 'Git']",9,0
3684,0,False,Other,1,Man,True,Dev,8,5,Denmark,86838.0,"['Bash/Shell', 'JavaScript', 'Perl', 'Rust', 'SQL', 'Ansible', 'Docker', 'Git', 'Google Cloud Platform', 'Elasticsearch', 'MariaDB']",11,0
3685,1,False,PhD,1,Man,False,NotDev,40,30,United States of America,150000.0,"['C', 'C++', 'PHP', 'SQL', 'Git', 'AWS', 'PostgreSQL', 'SQLite']",8,0
3686,0,False,Master,1,Man,True,Dev,13,4,Morocco,8628.0,"['HTML/CSS', 'JavaScript', 'PHP', 'jQuery', 'AWS', 'MariaDB', 'MySQL', 'SQLite']",8,0
3687,0,False,Undergraduate,1,Man,False,Dev,8,4,Canada,52942.0,"['C++', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'SQL', 'Swift', 'TypeScript', 'Flow', 'Git', 'Yarn', 'Express', 'Gatsby', 'React.js', 'AWS', 'DigitalOcean', 'Google Cloud Platform', 'MongoDB', 'PostgreSQL']",19,1
3688,0,False,PhD,1,Man,False,Dev,15,5,Denmark,97260.0,"['HTML/CSS', 'JavaScript', 'Python', 'Docker', 'Git', 'Flask', 'React.js', 'Heroku', 'Microsoft Azure', 'Elasticsearch', 'PostgreSQL', 'Redis', 'SQLite']",13,0
3689,0,False,Other,1,NonBinary,True,Dev,4,3,Ukraine,36000.0,"['Assembly', 'C', 'Clojure', 'Elixir', 'Erlang', 'Node.js', 'Rust', 'Scala', 'Docker', 'Git', 'Kubernetes', 'Terraform', 'Elasticsearch', 'MongoDB', 'PostgreSQL', 'Redis']",16,0
3690,1,False,Undergraduate,1,Woman,False,Dev,15,12,Netherlands,77832.0,"['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'Kotlin', 'PowerShell', 'R', 'SQL', 'TypeScript', 'Docker', 'Git', 'Angular', 'Angular.js', 'ASP.NET', 'ASP.NET Core ', 'Vue.js', 'Microsoft Azure', 'Elasticsearch', 'Microsoft SQL Server']",19,1
3691,0,False,Undergraduate,0,Man,False,Dev,15,8,Canada,113447.0,"['HTML/CSS', 'JavaScript', 'Node.js', 'Python', 'Rust', 'TypeScript', 'Ansible', 'Docker', 'Git', 'Terraform', 'Django', 'Express', 'Vue.js', 'AWS', 'DigitalOcean', 'Heroku', 'MongoDB']",17,1
3692,0,False,NoHigherEd,1,Man,False,Dev,5,3,Sweden,43200.0,"['C#', 'Groovy', 'Java', 'JavaScript', 'Kotlin', 'TypeScript', 'Deno', 'Git', 'Xamarin', 'Yarn', 'ASP.NET', 'ASP.NET Core ', 'React.js', 'Google Cloud Platform', 'Heroku', 'Microsoft Azure', 'Firebase']",17,1
3693,0,False,Master,1,Man,False,Dev,24,8,Austria,64751.0,"['Bash/Shell', 'C', 'C++', 'Python', 'Docker', 'Git']",6,0
3694,0,False,Master,1,Man,True,Dev,20,4,United Kingdom of Great Britain and Northern Ireland,183750.0,"['C++', 'Unreal Engine', 'DigitalOcean']",3,0
3695,0,False,Undergraduate,1,Man,False,Dev,7,5,India,10056.0,"['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'SQL', 'Git', 'Oracle Cloud Infrastructure', 'Oracle']",8,0
3696,0,False,Master,1,Man,False,Dev,12,5,Germany,64859.0,"['Bash/Shell', 'Go', 'JavaScript', 'PHP', 'SQL', 'TypeScript', 'Docker', 'Git', 'Symfony', 'Vue.js', 'PostgreSQL']",11,0
3697,1,False,PhD,0,Man,False,Dev,12,10,Netherlands,86478.0,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Python', 'Ansible', 'Docker', 'Git', 'Django', 'Vue.js', 'Google Cloud Platform', 'PostgreSQL']",11,0
3698,1,False,Undergraduate,0,Man,True,Dev,22,9,Canada,3782.0,"['Assembly', 'Bash/Shell', 'C', 'C++']",4,0
3699,0,False,Master,1,Man,False,Dev,7,2,Poland,26724.0,"['Bash/Shell', 'C++', 'Python', 'Git']",4,0
3700,1,False,Undergraduate,1,Woman,True,NotDev,5,5,United States of America,45000.0,"['HTML/CSS', 'JavaScript', 'jQuery', 'Google Cloud Platform']",4,0
3701,1,False,Master,0,Man,False,Dev,30,18,Germany,68748.0,"['Groovy', 'Java', 'Python', 'Docker', 'Git']",5,0
3702,0,False,Master,0,Man,True,NotDev,8,7,Chile,16560.0,"['C#', 'HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'Python', 'SQL', 'Git', 'jQuery', 'Laravel', 'Symfony', 'Google Cloud Platform', 'MariaDB', 'MySQL', 'SQLite']",15,1
3703,1,False,Undergraduate,1,Man,False,Dev,24,19,United Kingdom of Great Britain and Northern Ireland,106639.0,"['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'Python', 'Rust', 'TypeScript', 'Deno', 'Docker', 'Git', 'Terraform', 'Django', 'Express', 'Flask', 'AWS', 'DigitalOcean', 'Microsoft Azure', 'DynamoDB', 'Elasticsearch', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']",24,1
3704,1,False,NoHigherEd,1,Man,True,Dev,38,24,Germany,51887.0,"['C#', 'Delphi', 'HTML/CSS', 'JavaScript', 'PHP', 'PowerShell', 'Python', 'SQL', 'Docker', 'Git', 'ASP.NET Core ', 'jQuery', 'Microsoft Azure', 'Microsoft SQL Server', 'MySQL', 'SQLite']",16,1
3705,1,False,Undergraduate,1,Man,False,Dev,23,17,United States of America,155000.0,"['C#', 'PowerShell', 'SQL', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'ASP.NET', 'ASP.NET Core ', 'Vue.js', 'AWS', 'IBM Cloud or Watson', 'Microsoft Azure', 'Elasticsearch', 'Microsoft SQL Server', 'Redis']",16,1
3706,0,False,Other,1,Man,False,Dev,7,6,Brazil,57600.0,"['Clojure', 'React.js', 'AWS']",3,0
3707,1,False,Undergraduate,1,Man,False,Dev,23,12,United States of America,156000.0,"['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript', 'Git', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'Microsoft SQL Server', 'Redis']",11,1
3708,0,False,Other,1,Man,False,Dev,18,13,United States of America,200000.0,"['C#', 'C++', 'Git', 'Unity 3D', 'Angular.js', 'ASP.NET Core ', 'jQuery', 'AWS', 'DynamoDB', 'Elasticsearch', 'MySQL', 'Redis']",12,0
3709,1,False,Master,1,Man,False,NotDev,20,14,Norway,86316.0,"['Python', 'R', 'Git', 'Flask', 'Microsoft Azure']",5,0
3710,0,False,Undergraduate,0,Man,False,Dev,8,3,Turkey,5916.0,"['C', 'C++', 'Dart', 'Go', 'Java', 'Node.js', 'TypeScript', 'Git', 'Vue.js', 'AWS', 'MariaDB', 'MongoDB']",12,1
3711,0,False,NoHigherEd,1,Man,True,Dev,20,3,Sweden,50316.0,"['C#', 'Go', 'Node.js', 'Objective-C', 'SQL', 'Swift', 'Git', 'Unity 3D', 'ASP.NET Core ', 'Microsoft Azure', 'Firebase', 'Microsoft SQL Server', 'PostgreSQL', 'Redis', 'SQLite']",15,1
3712,0,False,Master,1,Man,False,Dev,15,13,United States of America,110000.0,"['HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'Git', 'jQuery', 'MySQL']",7,0
3713,1,False,Master,1,Man,False,Dev,16,8,Russian Federation,43404.0,"['C', 'C++', 'Go', 'Python', 'Rust', 'Docker', 'Django', 'FastAPI', 'Flask', 'Elasticsearch', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']",14,0
3714,0,False,Other,1,Man,False,Dev,6,4,Russian Federation,30192.0,"['Bash/Shell', 'Java', 'SQL', 'Docker', 'Git', 'Spring', 'MariaDB', 'PostgreSQL', 'SQLite']",9,1
3715,0,False,Master,1,Man,False,Dev,8,2,Germany,60535.0,"['Bash/Shell', 'JavaScript', 'Node.js', 'Python', 'Scala', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Yarn', 'AWS', 'DynamoDB', 'PostgreSQL', 'Redis']",14,1
3716,0,False,Undergraduate,1,Man,False,Dev,7,3,Canada,45379.0,"['HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'SQL', 'TypeScript', 'Express', 'React.js', 'Microsoft SQL Server']",9,1
3717,1,False,Undergraduate,0,Man,True,Dev,25,19,United States of America,32000.0,"['HTML/CSS', 'JavaScript', 'Node.js', 'PowerShell', 'Git', 'Yarn', 'Express', 'AWS', 'DigitalOcean', 'MySQL', 'PostgreSQL', 'SQLite']",12,0
3718,0,False,NoHigherEd,0,Man,False,Dev,8,7,Israel,105072.0,"['Java', 'Kotlin', 'Objective-C', 'Firebase', 'SQLite']",5,0
3719,1,False,Other,1,Man,False,Dev,33,18,Germany,67453.0,"['C', 'Objective-C', 'Swift', 'Git', 'MySQL', 'PostgreSQL', 'SQLite']",7,0
3720,1,False,Undergraduate,1,Man,False,Dev,29,19,United Kingdom of Great Britain and Northern Ireland,87250.0,"['Bash/Shell', 'C', 'C++', 'Go', 'Java', 'Python', 'Ansible', 'Docker', 'Git', 'Kubernetes', 'Terraform', 'AWS', 'Google Cloud Platform', 'Microsoft Azure', 'Couchbase', 'Elasticsearch', 'MariaDB', 'SQLite']",18,1
3721,0,False,Undergraduate,1,Man,False,Dev,10,3,United States of America,85000.0,"['Bash/Shell', 'C', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'R', 'SQL', 'Docker', 'Git', 'Angular', 'Angular.js', 'Flask', 'AWS', 'Google Cloud Platform', 'Microsoft Azure', 'Oracle Cloud Infrastructure', 'Elasticsearch', 'MySQL', 'Oracle']",20,0
3722,1,False,Other,0,Man,False,Dev,25,15,Argentina,1944.0,"['HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'Git', 'Angular.js', 'jQuery', 'MySQL']",8,0
3723,0,False,Master,1,Man,False,Dev,8,4,Poland,42528.0,"['Java', 'Kotlin', 'Scala', 'Docker', 'Git', 'Kubernetes', 'Terraform', 'Spring', 'AWS', 'DynamoDB', 'Elasticsearch', 'MongoDB', 'Redis']",13,0
3724,0,False,Undergraduate,0,Man,False,Dev,6,5,Poland,39492.0,"['JavaScript', 'Ruby', 'TypeScript', 'Docker', 'Git', 'Yarn', 'React.js', 'AWS', 'Heroku', 'MongoDB']",10,0
3725,1,False,PhD,1,Man,False,Dev,16,6,Portugal,88640.0,"['Ruby', 'Git', 'AWS', 'MongoDB', 'PostgreSQL']",5,0
3726,0,False,Other,1,Man,True,Dev,9,4,France,43239.0,"['Bash/Shell', 'Go', 'Java', 'PHP', 'Python', 'SQL', 'Ansible', 'Chef', 'Docker', 'Git', 'Kubernetes', 'Django', 'Flask', 'jQuery', 'DigitalOcean', 'Elasticsearch', 'MariaDB', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis']",21,1
3727,0,False,Undergraduate,1,Man,True,Dev,22,16,Netherlands,98369.0,"['Bash/Shell', 'C#', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'PHP', 'Ruby', 'SQL', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Unity 3D', 'Laravel', 'React.js', 'Ruby on Rails', 'Spring', 'Symfony', 'Vue.js', 'AWS', 'DigitalOcean', 'Google Cloud Platform', 'Heroku', 'Elasticsearch', 'MariaDB', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis']",30,1
3728,0,False,Undergraduate,0,Man,False,Dev,12,9,Belarus,15300.0,"['JavaScript', 'Node.js', 'Objective-C', 'Python', 'Swift', 'Docker', 'Git', 'AWS', 'Elasticsearch']",9,0
3729,0,False,Other,1,Man,True,Dev,25,14,Russian Federation,47184.0,"['C#', 'Node.js', 'TypeScript', 'Git', 'Unity 3D', 'Express', 'AWS', 'PostgreSQL']",8,1
3730,1,False,Undergraduate,1,Man,False,Dev,20,14,Canada,71850.0,"['Bash/Shell', 'Groovy', 'Java', 'JavaScript', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Angular', 'Django', 'Spring', 'DigitalOcean', 'MariaDB', 'MySQL', 'PostgreSQL']",15,1
